,Name,Year,Salaries,Rank
27819,Ben Bentil,2014,NA,1625
27820,Nicolas Laprovittola,2014,NA,1626
27821,Brandon Paul,2014,NA,1627
27822,Shawn Long,2014,NA,1628
27823,Mike Tobey,2014,NA,1629
27824,Patricio Garino,2014,NA,1630
27825,Jarrod Uthoff,2014,NA,1631
27826,Marcus Paige,2014,NA,1632
27827,Wayne Selden,2014,NA,1633
27828,Egidijus Mockevicius,2014,NA,1634
27829,Stefan Jankovic,2014,NA,1635
27830,JP Tokoto,2014,NA,1636
27831,Isaiah Cousins,2014,NA,1637
27832,Quinn Cook,2014,NA,1638
27833,Marcus Georges-Hunt,2014,NA,1639
27834,Prince Ibeh,2014,NA,1640
27835,Keith Benson,2014,NA,1641
27836,Kaleb Tarczewski,2014,NA,1642
27837,Ryan Arcidiacono,2014,NA,1643
27838,Quincy Ford,2014,NA,1644
27839,Alex Poythress,2014,NA,1645
27840,David Nwaba,2014,NA,1646
27841,Kyle Collinsworth,2014,NA,1647
27842,Thomas Walkup,2014,NA,1648
27843,James Webb,2014,NA,1649
27844,Zach Auguste,2014,NA,1650
27845,Brady Heslip,2014,NA,1651
27846,Matt Costello,2014,NA,1652
27847,Damion Lee,2014,NA,1653
27848,DJ Kennedy,2014,NA,1654
27849,Scott Wood,2014,NA,1655
27850,Elgin Cook,2014,NA,1656
27851,Alex Caruso,2014,NA,1657
27852,Anthony Barber,2014,NA,1658
27853,EJ Singler,2014,NA,1659
27854,Beau Beech,2014,NA,1660
27855,Nikola Jovanovic,2014,NA,1661
27856,Jalen Jones,2014,NA,1662
27857,Nick Zeisloft,2014,NA,1663
27858,Bogdan Bogdanovic,2014,NA,1664
27859,Markelle Fultz,2014,NA,1665
27860,Lonzo Ball,2014,NA,1666
27861,Milos Teodosic,2014,NA,1667
27862,Jayson Tatum,2014,NA,1668
27863,Josh Jackson,2014,NA,1669
27864,De'Aaron Fox,2014,NA,1670
27865,Jonathan Isaac,2014,NA,1671
27866,Lauri Markkanen,2014,NA,1672
27867,Frank Ntilikina,2014,NA,1673
27868,Dennis Smith,2014,NA,1674
27869,Zach Collins,2014,NA,1675
27870,Malik Monk,2014,NA,1676
27871,Luke Kennard,2014,NA,1677
27872,Cedi Osman,2014,NA,1678
27873,Donovan Mitchell,2014,NA,1679
27874,Bam Adebayo,2014,NA,1680
27875,Justin Jackson,2014,NA,1681
27876,Guerschon Yabusele,2014,NA,1682
27877,Justin Patton,2014,NA,1683
27878,DJ Wilson,2014,NA,1684
27879,TJ Leaf,2014,NA,1685
27880,John Collins,2014,NA,1686
27881,Harry Giles,2014,NA,1687
27882,Terrance Ferguson,2014,NA,1688
27883,Jarrett Allen,2014,NA,1689
27884,Ante Zizic,2014,NA,1690
27885,OG Anunoby,2014,NA,1691
27886,Tyler Lydon,2014,NA,1692
27887,Furkan Korkmaz,2014,NA,1693
27888,Caleb Swanigan,2014,NA,1694
27889,Kyle Kuzma,2014,NA,1695
27890,Tony Bradley,2014,NA,1696
27891,Derrick White,2014,NA,1697
27892,Josh Hart,2014,NA,1698
27893,Semi Ojeleye,2014,NA,1699
27894,Frank Mason,2014,NA,1700
27895,Abdel Nader,2014,NA,1701
27896,Damyean Dotson,2014,NA,1702
27897,Wesley Iwundu,2014,NA,1703
27898,Ike Anigbogu,2014,NA,1704
27899,Rade Zagorac,2014,NA,1705
27900,Ivan Rabb,2014,NA,1706
27901,Tyler Dorsey,2014,NA,1707
27902,Daniel Theis,2014,NA,1708
27903,Dwayne Bacon,2014,NA,1709
27904,Maxi Kleber,2014,NA,1710
27905,Jordan Bell,2014,NA,1711
27906,Zhou Qi,2014,NA,1712
27907,Jawun Evans,2014,NA,1713
27908,Sindarius Thornwell,2014,NA,1714
27909,Thomas Bryant,2014,NA,1715
27910,Dillon Brooks,2014,NA,1716
27911,Sterling Brown,2014,NA,1717
27912,Frank Jackson,2014,NA,1718
27913,Dakari Johnson,2014,NA,1719
27914,Khem Birch,2014,NA,1720
27915,Davon Reed,2014,NA,1721
27916,Alfonzo McKinnie,2014,NA,1722
27917,Royce O'Neale,2014,NA,1723
27918,Antonius Cleveland,2014,NA,1724
27919,Cameron Oliver,2014,NA,1725
27920,Shaquille Harrison,2014,NA,1726
27921,Jaylen Morris,2014,NA,1727
27922,Nigel Hayes,2014,NA,1728
27923,Omari Johnson,2014,NA,1729
27924,Naz Long,2014,NA,1730
27925,Rodney Purvis,2014,NA,1731
27926,Milton Doyle,2014,NA,1732
27927,Walter Lemon Jr,2014,NA,1733
27928,Josh Gray,2014,NA,1734
27929,Jaylen Johnson,2014,NA,1735
27930,CJ Fair,2014,NA,1736
27931,Josh Magette,2014,NA,1737
27932,Tyler Cavanaugh,2014,NA,1738
27933,Andrew White,2014,NA,1739
27934,Kadeem Allen,2014,NA,1740
27935,Jabari Bird,2014,NA,1741
27936,Yakuba Ouattara,2014,NA,1742
27937,Jacob Wiley,2014,NA,1743
27938,Mangok Mathiang,2014,NA,1744
27939,Antonio Blakeney,2014,NA,1745
27940,London Perrantes,2014,NA,1746
27941,Johnathan Motley,2014,NA,1747
27942,Gian Clavell,2014,NA,1748
27943,Torrey Craig,2014,NA,1749
27944,Monte Morris,2014,NA,1750
27945,Reggie Hearn,2014,NA,1751
27946,Chris Boucher,2014,NA,1752
27947,Edmond Sumner,2014,NA,1753
27948,Ben Moore,2014,NA,1754
27949,Jamil Wilson,2014,NA,1755
27950,CJ Williams,2014,NA,1756
27951,Tyrone Wallace,2014,NA,1757
27952,Kobi Simmons,2014,NA,1758
27953,Vince Hunter,2014,NA,1759
27954,Myke Henry,2014,NA,1760
27955,Matt Williams,2014,NA,1761
27956,Derrick Walton,2014,NA,1762
27957,Amile Jefferson,2014,NA,1763
27958,Charles Cooke,2014,NA,1764
27959,Luke Kornet,2014,NA,1765
27960,Isaiah Hicks,2014,NA,1766
27961,Daniel Hamilton,2014,NA,1767
27962,PJ Dozier,2014,NA,1768
27963,Jamel Artis,2014,NA,1769
27964,Jacob Pullen,2014,NA,1770
27965,Alec Peters,2014,NA,1771
27966,Malcolm Miller,2014,NA,1772
27967,Eric Griffin,2014,NA,1773
27968,Erik McCree,2014,NA,1774
27969,Michael Young,2014,NA,1775
27970,Devin Robinson,2014,NA,1776
27971,Xavier Silas,2014,NA,1777
27972,Landry Nnoko,2014,NA,1778
27973,VJ Beachem,2014,NA,1779
27974,Bronson Koenig,2014,NA,1780
27975,Marcus Thornton II,2014,NA,1781
27976,Jameel Warney,2014,NA,1782
27977,Aaron Jackson,2014,NA,1783
27978,Trey McKinney-Jones,2014,NA,1784
27979,Andre Ingram,2014,NA,1785
27980,Deandre Ayton,2014,NA,1786
27981,Marvin Bagley,2014,NA,1787
27982,Luka Doncic,2014,NA,1788
27983,Trae Young,2014,NA,1789
27984,Mo Bamba,2014,NA,1790
27985,Wendell Carter,2014,NA,1791
27986,Collin Sexton,2014,NA,1792
27987,Kevin Knox,2014,NA,1793
27988,Mikal Bridges,2014,NA,1794
27989,Shai Gilgeous-Alexander,2014,NA,1795
27990,Miles Bridges,2014,NA,1796
27991,Jerome Robinson,2014,NA,1797
27992,Michael Porter,2014,NA,1798
27993,Troy Brown,2014,NA,1799
27994,Zhaire Smith,2014,NA,1800
27995,Donte DiVincenzo,2014,NA,1801
27996,Lonnie Walker,2014,NA,1802
27997,Kevin Huerter,2014,NA,1803
27998,Josh Okogie,2014,NA,1804
27999,Grayson Allen,2014,NA,1805
28000,Chandler Hutchison,2014,NA,1806
28001,Aaron Holiday,2014,NA,1807
28002,Anfernee Simons,2014,NA,1808
28003,Moritz Wagner,2014,NA,1809
28004,Landry Shamet,2014,NA,1810
28005,Rodions Kurucs,2014,NA,1811
28006,Jonah Bolden,2014,NA,1812
28007,Robert Williams,2014,NA,1813
28008,Jacob Evans,2014,NA,1814
28009,Dzanan Musa,2014,NA,1815
28010,Omari Spellman,2014,NA,1816
28011,Sviatoslav Mykhailiuk,2014,NA,1817
28012,Mitchell Robinson,2014,NA,1818
28013,Elie Okobo,2014,NA,1819
28014,Jalen Brunson,2014,NA,1820
28015,Melvin Frazier,2014,NA,1821
28016,Isaac Bonga,2014,NA,1822
28017,Devonte Graham,2014,NA,1823
28018,De'Anthony Melton,2014,NA,1824
28019,Ryan Broekhoff,2014,NA,1825
28020,Raymond Spalding,2014,NA,1826
28021,Jarred Vanderbilt,2014,NA,1827
28022,Bruce Brown,2014,NA,1828
28023,Khyri Thomas,2014,NA,1829
28024,Isaiah Hartenstein,2014,NA,1830
28025,Alize Johnson,2014,NA,1831
28026,Keita Bates-Diop,2014,NA,1832
28027,Kenrich Williams,2014,NA,1833
28028,Hamidou Diallo,2014,NA,1834
28029,Isaiah Briscoe,2014,NA,1835
28030,Gary Trent Jr,2014,NA,1836
28031,Chimezie Metu,2014,NA,1837
28032,Brad Wanamaker,2014,NA,1838
28033,Johnathan Williams,2014,NA,1839
28034,Jaylen Adams,2014,NA,1840
28035,Theo Pinson,2014,NA,1841
28036,Joe Chealey,2014,NA,1842
28037,JP Macura,2014,NA,1843
28038,Rawle Alkins,2014,NA,1844
28039,Billy Preston,2014,NA,1845
28040,Kostas Antetokounmpo,2014,NA,1846
28041,Daryl Macon,2014,NA,1847
28042,DeVaughn Akoon-Purcell,2014,NA,1848
28043,Thomas Welsh,2014,NA,1849
28044,Keenan Evans,2014,NA,1850
28045,Zach Lofton,2014,NA,1851
28046,Marcus Derrickson,2014,NA,1852
28047,Gary Clark,2014,NA,1853
28048,Vincent Edwards,2014,NA,1854
28049,Angel Delgado,2014,NA,1855
28050,Yuta Watanabe,2014,NA,1856
28051,Yante Maten,2014,NA,1857
28052,Duncan Robinson,2014,NA,1858
28053,Trevon Duval,2014,NA,1859
28054,Jared Terrell,2014,NA,1860
28055,Trevon Bluiett,2014,NA,1861
28056,Allonzo Trier,2014,NA,1862
28057,Deonte Burton,2014,NA,1863
28058,Tyler Davis,2014,NA,1864
28059,Troy Caupain,2014,NA,1865
28060,Shake Milton,2014,NA,1866
28061,George King,2014,NA,1867
28062,Drew Eubanks,2014,NA,1868
28063,Jordan Loyd,2014,NA,1869
28064,Wenyen Gabriel,2014,NA,1870
28065,Nuni Omot,2014,NA,1871
28066,Shaquille O'Neal,2015,NA,514
28067,Kevin Garnett,2015,12000000,49
28068,Alonzo Mourning,2015,NA,515
28069,Juwan Howard,2015,NA,516
28070,Scottie Pippen,2015,NA,517
28071,Karl Malone,2015,NA,518
28072,Larry Johnson,2015,NA,519
28073,Gary Payton,2015,NA,520
28074,Rasheed Wallace,2015,NA,521
28075,Shawn Kemp,2015,NA,522
28076,Damon Stoudamire,2015,NA,523
28077,Antonio McDyess,2015,NA,524
28078,Ray Allen,2015,NA,525
28079,Antoine Walker,2015,NA,526
28080,Stephon Marbury,2015,NA,527
28081,Vlade Divac,2015,NA,528
28082,Bryant Reeves,2015,NA,529
28083,Tom Gugliotta,2015,NA,530
28084,Nick Van Exel,2015,NA,531
28085,Elden Campbell,2015,NA,532
28086,Terrell Brandon,2015,NA,533
28087,Derrick Coleman,2015,NA,534
28088,Glenn Robinson,2015,NA,535
28089,Steve Smith,2015,NA,536
28090,Kerry Kittles,2015,NA,537
28091,Chris Dudley,2015,NA,538
28092,Theo Ratliff,2015,NA,539
28093,Matt Geiger,2015,NA,540
28094,Jason Kidd,2015,NA,541
28095,Kenny Anderson,2015,NA,542
28096,Tyrone Hill,2015,NA,543
28097,Clifford Robinson,2015,NA,544
28098,Jamal Mashburn,2015,NA,545
28099,Steve Nash,2015,9701000,67
28100,Alan Henderson,2015,NA,546
28101,Donyell Marshall,2015,NA,547
28102,Marcus Camby,2015,8354416,85
28103,Greg Ostertag,2015,NA,548
28104,Luc Longley,2015,NA,549
28105,P.J. Brown,2015,NA,550
28106,Jermaine O'Neal,2015,NA,551
28107,Erick Dampier,2015,NA,552
28108,Wesley Person,2015,NA,553
28109,Isaac Austin,2015,NA,554
28110,Loy Vaught,2015,NA,555
28111,Derrick McKey,2015,NA,556
28112,Robert Horry,2015,NA,557
28113,Jim McIlvaine,2015,NA,558
28114,Jerry Stackhouse,2015,NA,559
28115,Charlie Ward,2015,NA,560
28116,Dale Davis,2015,NA,561
28117,Lorenzen Wright,2015,NA,562
28118,Mookie Blaylock,2015,NA,563
28119,Chris Mills,2015,NA,564
28120,Chris Childs,2015,NA,565
28121,Darrell Armstrong,2015,NA,566
28122,Bryon Russell,2015,NA,567
28123,Brent Barry,2015,NA,568
28124,Jason Caffey,2015,NA,569
28125,Vitaly Potapenko,2015,NA,570
28126,Bob Sura,2015,NA,571
28127,Walt Williams,2015,NA,572
28128,Scott Williams,2015,NA,573
28129,Sam Cassell,2015,NA,574
28130,Michael Olowokandi,2015,NA,575
28131,Elton Brand,2015,2000000,280
28132,Eric Williams,2015,NA,576
28133,Travis Best,2015,NA,577
28134,Michael Stewart,2015,NA,578
28135,Derek Strong,2015,NA,579
28136,Mike Bibby,2015,NA,580
28137,Rick Fox,2015,NA,581
28138,Steve Francis,2015,NA,582
28139,Derek Fisher,2015,NA,583
28140,Eric Snow,2015,NA,584
28141,Ervin Johnson,2015,NA,585
28142,Brent Price,2015,NA,586
28143,Travis Knight,2015,NA,587
28144,Raef LaFrentz,2015,NA,588
28145,Tracy Murray,2015,NA,589
28146,Tyrone Nesby,2015,NA,590
28147,Baron Davis,2015,NA,591
28148,Vonteego Cummings,2015,NA,592
28149,David Wesley,2015,NA,593
28150,Dean Garrett,2015,NA,594
28151,Antawn Jamison,2015,NA,595
28152,Walter McCarty,2015,NA,596
28153,Anthony Peeler,2015,NA,597
28154,Lamar Odom,2015,NA,598
28155,Cedric E. Henderson,2015,NA,599
28156,Lawrence Funderburke,2015,NA,600
28157,Lindsey Hunter,2015,NA,601
28158,Malik Rose,2015,NA,602
28159,Vince Carter,2015,3911981,185
28160,Jonathan Bender,2015,NA,603
28161,Dell Curry,2015,NA,604
28162,Robert Traylor,2015,NA,605
28163,Othella Harrington,2015,NA,606
28164,Wally Szczerbiak,2015,NA,607
28165,Terry Porter,2015,NA,608
28166,Rodney Rogers,2015,NA,609
28167,Jamie Feick,2015,NA,610
28168,Eric Montross,2015,NA,611
28169,Chris Crawford,2015,NA,612
28170,Steve Kerr,2015,NA,613
28171,Vinny Del Negro,2015,NA,614
28172,Sean Rooks,2015,NA,615
28173,Lucious Harris,2015,NA,616
28174,Jason Williams,2015,NA,617
28175,Richard Hamilton,2015,NA,618
28176,Larry Hughes,2015,NA,619
28177,Andre Miller,2015,4625000,164
28178,Dirk Nowitzki,2015,7974482,93
28179,Shawn Marion,2015,1448490,320
28180,Paul Pierce,2015,5305000,144
28181,Jason Terry,2015,5450000,135
28182,Bonzi Wells,2015,NA,620
28183,Trajan Langdon,2015,NA,621
28184,Aleksandar Radojevic,2015,NA,622
28185,Keon Clark,2015,NA,623
28186,Corey Maggette,2015,NA,624
28187,Michael Dickerson,2015,NA,625
28188,Will Avery,2015,NA,626
28189,Matt Harpring,2015,NA,627
28190,Eldridge Recasner,2015,NA,628
28191,Metta World Peace,2015,250000,484
28192,Rasho Nesterovic,2015,NA,629
28193,Cal Bowdler,2015,NA,630
28194,James Posey,2015,NA,631
28195,Pat Garrity,2015,NA,632
28196,Quincy Lewis,2015,NA,633
28197,Roshown McLeod,2015,NA,634
28198,Dion Glover,2015,NA,635
28199,Ricky Davis,2015,NA,636
28200,Greg Foster,2015,NA,637
28201,Jeff Foster,2015,NA,638
28202,Brian Skinner,2015,NA,639
28203,Kenny Thomas,2015,NA,640
28204,Devean George,2015,NA,641
28205,Al Harrington,2015,7609800,97
28206,Tim James,2015,NA,642
28207,Jumaine Jones,2015,NA,643
28208,Scott Padgett,2015,NA,644
28209,Rafer Alston,2015,NA,645
28210,Hakeem Olajuwon,2015,NA,646
28211,David Robinson,2015,NA,647
28212,Dikembe Mutombo,2015,NA,648
28213,Patrick Ewing,2015,NA,649
28214,Jayson Williams,2015,NA,650
28215,Tim Hardaway,2015,NA,651
28216,Chris Webber,2015,NA,652
28217,Arvydas Sabonis,2015,NA,653
28218,John Stockton,2015,NA,654
28219,Reggie Miller,2015,NA,655
28220,Zydrunas Ilgauskas,2015,NA,656
28221,Kobe Bryant,2015,23500000,1
28222,Shareef Abdur-Rahim,2015,NA,657
28223,Vin Baker,2015,NA,658
28224,Allen Iverson,2015,NA,659
28225,Anfernee Hardaway,2015,NA,660
28226,Latrell Sprewell,2015,NA,661
28227,Mitch Richmond,2015,NA,662
28228,Rod Strickland,2015,NA,663
28229,Jalen Rose,2015,NA,664
28230,Grant Hill,2015,NA,665
28231,Tracy McGrady,2015,NA,666
28232,Tim Duncan,2015,10361446,62
28233,Keith Van Horn,2015,NA,667
28234,Allan Houston,2015,NA,668
28235,Eddie Jones,2015,NA,669
28236,Brian Grant,2015,NA,670
28237,Tim Thomas,2015,NA,671
28238,Michael Finley,2015,NA,672
28239,Shawn Bradley,2015,NA,673
28240,Danny Manning,2015,NA,674
28241,Avery Johnson,2015,NA,675
28242,Glen Rice,2015,NA,676
28243,Kendall Gill,2015,NA,677
28244,Christian Laettner,2015,NA,678
28245,Horace Grant,2015,NA,679
28246,Toni Kukoc,2015,NA,680
28247,Bryant Stith,2015,NA,681
28248,Charles Oakley,2015,NA,682
28249,PJ Brown,2015,NA,683
28250,Chris Gatling,2015,NA,684
28251,Anthony Mason,2015,NA,685
28252,Ron Mercer,2015,NA,686
28253,Antonio Davis,2015,NA,687
28254,Kelvin Cato,2015,NA,688
28255,Austin Croshere,2015,NA,689
28256,Sean Elliott,2015,NA,690
28257,Hersey Hawkins,2015,NA,691
28258,Chris Mullin,2015,NA,692
28259,Bobby Phills,2015,NA,693
28260,Tariq Abdul-Wahad,2015,NA,694
28261,Bo Outlaw,2015,NA,695
28262,Robert Pack,2015,NA,696
28263,Brevin Knight,2015,NA,697
28264,Howard Eisley,2015,NA,698
28265,Dan Majerle,2015,NA,699
28266,Brad Miller,2015,NA,700
28267,Ben Wallace,2015,NA,701
28268,Duane Causwell,2015,NA,702
28269,Danny Fortson,2015,NA,703
28270,Corliss Williamson,2015,NA,704
28271,Cedric Ceballos,2015,NA,705
28272,Jahidi White,2015,NA,706
28273,Cuttino Mobley,2015,NA,707
28274,Rashard Lewis,2015,NA,708
28275,Scot Pollard,2015,NA,709
28276,Voshon Lenard,2015,NA,710
28277,Nick Anderson,2015,NA,711
28278,Dana Barros,2015,NA,712
28279,Doug West,2015,NA,713
28280,Kurt Thomas,2015,NA,714
28281,Adonal Foyle,2015,NA,715
28282,Mark Jackson,2015,NA,716
28283,Kenyon Martin,2015,818049,424
28284,Rex Chapman,2015,NA,717
28285,Greg Anthony,2015,NA,718
28286,Adam Keefe,2015,NA,719
28287,Lamond Murray,2015,NA,720
28288,Jud Buechler,2015,NA,721
28289,Greg Minor,2015,NA,722
28290,Tony Battie,2015,NA,723
28291,Don MacLean,2015,NA,724
28292,Stromile Swift,2015,NA,725
28293,Doug Christie,2015,NA,726
28294,Mark Bryant,2015,NA,727
28295,Chucky Atkins,2015,NA,728
28296,Samaki Walker,2015,NA,729
28297,Jerome Williams,2015,NA,730
28298,Kevin Willis,2015,NA,731
28299,Mikki Moore,2015,NA,732
28300,Darius Miles,2015,NA,733
28301,Antonio Daniels,2015,NA,734
28302,Popeye Jones,2015,NA,735
28303,Jon Barry,2015,NA,736
28304,Cedric Henderson,2015,NA,737
28305,Vernon Maxwell,2015,NA,738
28306,Marcus Fizer,2015,NA,739
28307,Erick Strickland,2015,NA,740
28308,Dragan Tarlac,2015,NA,741
28309,Matt Maloney,2015,NA,742
28310,Gary Trent,2015,NA,743
28311,Terry Mills,2015,NA,744
28312,Mark Strickland,2015,NA,745
28313,Sam Mitchell,2015,NA,746
28314,Chris Whitney,2015,NA,747
28315,Jim Jackson,2015,NA,748
28316,Mike Miller,2015,9332000,72
28317,Dale Ellis,2015,NA,749
28318,Randy Brown,2015,NA,750
28319,Aaron Williams,2015,NA,751
28320,Bimbo Coles,2015,NA,752
28321,Joe Smith,2015,NA,753
28322,Maurice Taylor,2015,NA,754
28323,Sam Perkins,2015,NA,755
28324,Brian Shaw,2015,NA,756
28325,A.C. Green,2015,NA,757
28326,Chauncey Billups,2015,NA,758
28327,Tony Delk,2015,NA,759
28328,Will Perdue,2015,NA,760
28329,Bobby Jackson,2015,NA,761
28330,Derek Anderson,2015,NA,762
28331,John Starks,2015,NA,763
28332,Otis Thorpe,2015,NA,764
28333,J.R. Reid,2015,NA,765
28334,Calbert Cheaney,2015,NA,766
28335,George McCloud,2015,NA,767
28336,John Wallace,2015,NA,768
28337,Michael Curry,2015,NA,769
28338,Terry Cummings,2015,NA,770
28339,Carlos Rogers,2015,NA,771
28340,Shandon Anderson,2015,NA,772
28341,Eric Piatkowski,2015,NA,773
28342,Ron Harper,2015,NA,774
28343,Grant Long,2015,NA,775
28344,George Lynch,2015,NA,776
28345,Detlef Schrempf,2015,NA,777
28346,Olden Polynice,2015,NA,778
28347,Michael Smith,2015,NA,779
28348,Cory Alexander,2015,NA,780
28349,DerMarr Johnson,2015,NA,781
28350,John Williams,2015,NA,782
28351,Clarence Weatherspoon,2015,NA,783
28352,Hubert Davis,2015,NA,784
28353,Billy Owens,2015,NA,785
28354,Eric Murdock,2015,NA,786
28355,Matt Bullard,2015,NA,787
28356,Cherokee Parks,2015,NA,788
28357,Alvin Williams,2015,NA,789
28358,Johnny Newman,2015,NA,790
28359,Chris Mihm,2015,NA,791
28360,Keith Closs,2015,NA,792
28361,Andrew DeClercq,2015,NA,793
28362,James Robinson,2015,NA,794
28363,Aaron McKie,2015,NA,795
28364,Jamal Crawford,2015,5450000,135
28365,Jaren Jackson,2015,NA,796
28366,Lorenzo Williams,2015,NA,797
28367,Muggsy Bogues,2015,NA,798
28368,Darvin Ham,2015,NA,799
28369,Joel Przybilla,2015,NA,800
28370,Keyon Dooling,2015,NA,801
28371,Jacque Vaughn,2015,NA,802
28372,Predrag Stojakovic,2015,NA,803
28373,Jerome Moiso,2015,NA,804
28374,Michael Doleac,2015,NA,805
28375,Etan Thomas,2015,NA,806
28376,Tony Massenburg,2015,NA,807
28377,Corie Blount,2015,NA,808
28378,Courtney Alexander,2015,NA,809
28379,Gary Grant,2015,NA,810
28380,William Avery,2015,NA,811
28381,Mateen Cleaves,2015,NA,812
28382,Anthony Johnson,2015,NA,813
28383,Chris Carr,2015,NA,814
28384,Joe Kleine,2015,NA,815
28385,Zan Tabak,2015,NA,816
28386,Chuck Person,2015,NA,817
28387,Anthony Carter,2015,NA,818
28388,LaPhonso Ellis,2015,NA,819
28389,Danny Ferry,2015,NA,820
28390,Dennis Scott,2015,NA,821
28391,Jason Collier,2015,NA,822
28392,Bryce Drew,2015,NA,823
28393,Elliot Perry,2015,NA,824
28394,Hidayet Turkoglu,2015,1448490,320
28395,Tom Hammonds,2015,NA,825
28396,Radoslav Nesterovic,2015,NA,826
28397,Jelani McCoy,2015,NA,827
28398,Sherman Douglas,2015,NA,828
28399,Greg Buckner,2015,NA,829
28400,Desmond Mason,2015,NA,830
28401,Mirsad Turkcan,2015,NA,831
28402,Bill Curley,2015,NA,832
28403,Quentin Richardson,2015,NA,833
28404,Kevin Edwards,2015,NA,834
28405,Jerome Kersey,2015,NA,835
28406,Felton Spencer,2015,NA,836
28407,David Wingate,2015,NA,837
28408,Pervis Ellison,2015,NA,838
28409,Dee Brown,2015,NA,839
28410,Monty Williams,2015,NA,840
28411,Mario Elie,2015,NA,841
28412,Tyrone Corbin,2015,NA,842
28413,Bruno Sundov,2015,NA,843
28414,Ruben Patterson,2015,NA,844
28415,Jamaal Magloire,2015,NA,845
28416,Speedy Claxton,2015,NA,846
28417,Terry Davis,2015,NA,847
28418,Stacey Augmon,2015,NA,848
28419,Morris Peterson,2015,NA,849
28420,Fred Hoiberg,2015,NA,850
28421,Tyronn Lue,2015,NA,851
28422,Donnell Harvey,2015,NA,852
28423,Felipe Lopez,2015,NA,853
28424,DeShawn Stevenson,2015,NA,854
28425,John Crotty,2015,NA,855
28426,Mahmoud Abdul-Rauf,2015,NA,856
28427,Dalibor Bagaric,2015,NA,857
28428,Sam Jacobson,2015,NA,858
28429,Iakovos Tsakalidis,2015,NA,859
28430,Corey Benjamin,2015,NA,860
28431,Vladimir Stepania,2015,NA,861
28432,Nazr Mohammed,2015,1448490,320
28433,Mamadou N'diaye,2015,NA,862
28434,Isaiah Rider,2015,NA,863
28435,Todd Day,2015,NA,864
28436,David Benoit,2015,NA,865
28437,Bruce Bowen,2015,NA,866
28438,Erick Barkley,2015,NA,867
28439,Damon Jones,2015,NA,868
28440,Mark Madsen,2015,NA,869
28441,Reggie Slater,2015,NA,870
28442,Darrick Martin,2015,NA,871
28443,Larry Robinson,2015,NA,872
28444,Todd Fuller,2015,NA,873
28445,Don Reid,2015,NA,874
28446,Antonio Harvey,2015,NA,875
28447,Emanual Davis,2015,NA,876
28448,Eddie Robinson,2015,NA,877
28449,John Amaechi,2015,NA,878
28450,Shammond Williams,2015,NA,879
28451,Doug Overton,2015,NA,880
28452,Shawnelle Scott,2015,NA,881
28453,Rick Brunson,2015,NA,882
28454,Kevin Ollie,2015,NA,883
28455,Moochie Norris,2015,NA,884
28456,Tyus Edney,2015,NA,885
28457,Jeff McInnis,2015,NA,886
28458,Etdrick Bohannon,2015,NA,887
28459,Troy Hudson,2015,NA,888
28460,Roy Rogers,2015,NA,889
28461,Ryan Bowen,2015,NA,890
28462,Ansu Sesay,2015,NA,891
28463,Laron Profit,2015,NA,892
28464,Adrian Griffin,2015,NA,893
28465,Earl Boykins,2015,NA,894
28466,William Cunningham,2015,NA,895
28467,Mark Pope,2015,NA,896
28468,Andrae Patterson,2015,NA,897
28469,Kornel David,2015,NA,898
28470,Gerard King,2015,NA,899
28471,Leon Smith,2015,NA,900
28472,Michael Ruffin,2015,NA,901
28473,Evan Eschmeyer,2015,NA,902
28474,Rodney Buford,2015,NA,903
28475,Michael Hawkins,2015,NA,904
28476,Lari Ketner,2015,NA,905
28477,Maceo Baston,2015,NA,906
28478,Jonathan Kerner,2015,NA,907
28479,Lazaro Borrell,2015,NA,908
28480,Jermaine Jackson,2015,NA,909
28481,Todd MacCulloch,2015,NA,910
28482,Derrick Dial,2015,NA,911
28483,Calvin Booth,2015,NA,912
28484,Obinna Ekezie,2015,NA,913
28485,Hanno Mottola,2015,NA,914
28486,Mark Blount,2015,NA,915
28487,Milt Palacio,2015,NA,916
28488,Chris Herren,2015,NA,917
28489,Soumaila Samake,2015,NA,918
28490,Stephen Jackson,2015,NA,919
28491,Lee Nailon,2015,NA,920
28492,Terrance Roberson,2015,NA,921
28493,AJ Guyton,2015,NA,922
28494,Jake Voskuhl,2015,NA,923
28495,Khalid El-Amin,2015,NA,924
28496,Eduardo Najera,2015,NA,925
28497,Brian Cardinal,2015,NA,926
28498,Torraye Braggs,2015,NA,927
28499,Marc Jackson,2015,NA,928
28500,Chris Porter,2015,NA,929
28501,Dan Langhi,2015,NA,930
28502,Zendon Hamilton,2015,NA,931
28503,Stanislav Medvedenko,2015,NA,932
28504,Mike Penberthy,2015,NA,933
28505,Eddie House,2015,NA,934
28506,Jason Hart,2015,NA,935
28507,Michael Redd,2015,NA,936
28508,Lavor Postell,2015,NA,937
28509,Pete Mickeal,2015,NA,938
28510,Olumide Oyedeji,2015,NA,939
28511,Ruben Wolkowyski,2015,NA,940
28512,Pepe Sanchez,2015,NA,941
28513,Ademola Okulaja,2015,NA,942
28514,Daniel Santiago,2015,NA,943
28515,Paul McPherson,2015,NA,944
28516,Ruben Garces,2015,NA,945
28517,Jabari Smith,2015,NA,946
28518,Ira Newble,2015,NA,947
28519,Chris Carrawell,2015,NA,948
28520,Garth Joseph,2015,NA,949
28521,Mike Smith,2015,NA,950
